order_id,item_category,supplier_name,warehouse_name,warehouse_location,fc_associate,order_status,total_quantity_required,total_quantity_received,total_quantity_in_transfer,unit_price,order_cost,lead_time_days,need_by_date,receive_date
28229,Medical Supplies,Supplier_B,WH_ULN5,Eileenport,Assoc_899,Pending,54,12,42,71,852,,2025-09-11,
71523,Apparel,Supplier_A,WH_TDY9,North Markborough,Assoc_151,Backordered,190,50,140,45,2250,,2025-09-19,
15098,Food & Beverage,Supplier_C,WH_YNX2,Geraldland,Assoc_750,Pending,184,7,177,9,63,,2025-10-05,
88501,Food & Beverage,Supplier_C,WH_TDY9,North Markborough,Assoc_281,Canceled,160,141,19,13,1833,,2025-08-20,
54408,Apparel,Supplier_B,WH_MTP1,Carterstad,Assoc_391,Pending,108,6,102,30,180,,2025-08-26,
24407,Apparel,Supplier_A,WH_EYJ4,West Ralph,Assoc_793,Received,78,78,0,93,7254,17.0,2025-08-17,2025-08-24
31772,Electronics,Supplier_B,WH_ULN5,Eileenport,Assoc_762,Received,163,163,0,460,74980,8.0,2025-08-04,2025-08-11
49551,Office Supplies,Supplier_C,WH_OMJ4,Murphyshire,Assoc_533,Canceled,99,58,41,21,1218,,2025-10-01,
25011,Food & Beverage,Supplier_B,WH_HZU2,Popeport,Assoc_944,Canceled,159,26,133,2,52,,2025-09-12,
94978,Office Supplies,Supplier_C,WH_YWT7,New John,Assoc_723,Backordered,86,13,73,35,455,,2025-09-15,
14845,Office Supplies,Supplier_B,WH_EEZ3,Port Julie,Assoc_982,Backordered,76,38,38,17,646,,2025-08-26,
20780,Medical Supplies,Supplier_A,WH_VNE2,West Kristine,Assoc_924,Canceled,179,81,98,194,15714,,2025-10-01,
22442,Electronics,Supplier_C,WH_TDY9,North Markborough,Assoc_402,Backordered,117,51,66,248,12648,,2025-09-25,
30359,Electronics,Supplier_C,WH_YWT7,New John,Assoc_935,Received,97,97,0,421,40837,8.0,2025-09-07,2025-09-13
81582,Food & Beverage,Supplier_C,WH_EEZ3,Port Julie,Assoc_619,Backordered,53,53,0,19,1007,,2025-09-30,
29960,Office Supplies,Supplier_A,WH_TDY9,North Markborough,Assoc_231,Backordered,195,143,52,16,2288,,2025-09-09,
53176,Office Supplies,Supplier_C,WH_MTP1,Carterstad,Assoc_327,Backordered,67,39,28,31,1209,,2025-09-27,
57589,Office Supplies,Supplier_B,WH_OMJ4,Murphyshire,Assoc_699,Backordered,128,30,98,35,1050,,2025-09-03,
98919,Medical Supplies,Supplier_C,WH_YWT7,New John,Assoc_172,Canceled,59,32,27,50,1600,,2025-08-22,
93818,Food & Beverage,Supplier_C,WH_OMJ4,Murphyshire,Assoc_523,Pending,48,8,40,8,64,,2025-09-22,
66884,Food & Beverage,Supplier_C,WH_TDY9,North Markborough,Assoc_246,Backordered,193,46,147,4,184,,2025-09-27,
22326,Office Supplies,Supplier_C,WH_ULN5,Eileenport,Assoc_420,Pending,11,7,4,22,154,,2025-09-13,
30743,Apparel,Supplier_C,WH_ULN5,Eileenport,Assoc_601,Pending,43,39,4,65,2535,,2025-09-16,
55834,Food & Beverage,Supplier_B,WH_YNX2,Geraldland,Assoc_588,Canceled,11,0,11,19,0,,2025-10-03,
75669,Office Supplies,Supplier_A,WH_EEZ3,Port Julie,Assoc_875,Received,14,14,0,48,672,8.0,2025-09-28,2025-10-01
85045,Office Supplies,Supplier_A,WH_MTP1,Carterstad,Assoc_492,Backordered,52,4,48,7,28,,2025-08-18,
96885,Office Supplies,Supplier_B,WH_HZU2,Popeport,Assoc_710,Backordered,121,113,8,48,5424,,2025-08-11,
44968,Office Supplies,Supplier_B,WH_EEZ3,Port Julie,Assoc_868,Received,52,52,0,30,1560,8.0,2025-08-15,2025-08-17
72535,Apparel,Supplier_C,WH_VNE2,West Kristine,Assoc_703,Received,41,41,0,56,2296,2.0,2025-09-23,2025-09-29
12286,Office Supplies,Supplier_C,WH_YWT7,New John,Assoc_149,Pending,179,27,152,46,1242,,2025-08-13,
43592,Electronics,Supplier_C,WH_MTP1,Carterstad,Assoc_526,Canceled,107,15,92,330,4950,,2025-09-06,
48754,Food & Beverage,Supplier_C,WH_ULN5,Eileenport,Assoc_310,Pending,87,53,34,5,265,,2025-08-22,
66536,Medical Supplies,Supplier_B,WH_YWT7,New John,Assoc_720,Received,117,117,0,46,5382,20.0,2025-09-22,2025-09-23
11115,Electronics,Supplier_B,WH_EYJ4,West Ralph,Assoc_723,Received,77,77,0,475,36575,7.0,2025-09-22,2025-09-26
12881,Office Supplies,Supplier_A,WH_VNE2,West Kristine,Assoc_661,Canceled,63,61,2,26,1586,,2025-08-31,
49814,Electronics,Supplier_A,WH_MTP1,Carterstad,Assoc_213,Canceled,48,5,43,449,2245,,2025-08-24,
29158,Electronics,Supplier_C,WH_MTP1,Carterstad,Assoc_362,Received,126,126,0,201,25326,15.0,2025-09-19,2025-09-26
38901,Apparel,Supplier_A,WH_OMJ4,Murphyshire,Assoc_468,Backordered,119,94,25,24,2256,,2025-08-12,
21365,Electronics,Supplier_A,WH_ULN5,Eileenport,Assoc_779,Received,94,94,0,233,21902,20.0,2025-08-23,2025-08-29
58722,Electronics,Supplier_B,WH_EEZ3,Port Julie,Assoc_287,Pending,112,51,61,283,14433,,2025-08-23,
11124,Food & Beverage,Supplier_C,WH_TDY9,North Markborough,Assoc_919,Canceled,176,42,134,5,210,,2025-08-19,
49217,Electronics,Supplier_A,WH_MTP1,Carterstad,Assoc_526,Canceled,155,112,43,142,15904,,2025-09-25,
92932,Food & Beverage,Supplier_B,WH_YWT7,New John,Assoc_129,Received,133,133,0,17,2261,14.0,2025-10-03,2025-10-04
65507,Office Supplies,Supplier_C,WH_EEZ3,Port Julie,Assoc_112,Received,181,181,0,26,4706,17.0,2025-09-25,2025-09-30
55946,Electronics,Supplier_B,WH_EYJ4,West Ralph,Assoc_593,Backordered,179,173,6,378,65394,,2025-09-01,
47862,Apparel,Supplier_C,WH_YWT7,New John,Assoc_155,Pending,174,40,134,74,2960,,2025-09-13,
13029,Food & Beverage,Supplier_A,WH_MTP1,Carterstad,Assoc_869,Canceled,92,30,62,12,360,,2025-08-12,
60803,Electronics,Supplier_C,WH_EYJ4,West Ralph,Assoc_663,Canceled,113,104,9,170,17680,,2025-09-05,
87040,Food & Beverage,Supplier_B,WH_YWT7,New John,Assoc_558,Pending,137,114,23,12,1368,,2025-09-19,
48938,Food & Beverage,Supplier_C,WH_VNE2,West Kristine,Assoc_205,Canceled,115,4,111,19,76,,2025-09-20,
82751,Electronics,Supplier_A,WH_YWT7,New John,Assoc_733,Backordered,140,52,88,385,20020,,2025-09-08,
40977,Food & Beverage,Supplier_B,WH_EEZ3,Port Julie,Assoc_945,Pending,67,58,9,12,696,,2025-09-27,
37435,Medical Supplies,Supplier_C,WH_TDY9,North Markborough,Assoc_833,Backordered,193,115,78,49,5635,,2025-08-25,
10785,Apparel,Supplier_A,WH_EEZ3,Port Julie,Assoc_463,Backordered,150,133,17,57,7581,,2025-09-05,
63144,Electronics,Supplier_A,WH_ULN5,Eileenport,Assoc_604,Received,193,193,0,430,82990,14.0,2025-08-28,2025-09-02
76003,Apparel,Supplier_A,WH_MTP1,Carterstad,Assoc_972,Canceled,65,58,7,34,1972,,2025-08-27,
70973,Office Supplies,Supplier_A,WH_YNX2,Geraldland,Assoc_147,Pending,125,58,67,47,2726,,2025-09-07,
24580,Medical Supplies,Supplier_A,WH_TDY9,North Markborough,Assoc_104,Pending,151,110,41,169,18590,,2025-09-30,
32800,Medical Supplies,Supplier_A,WH_YWT7,New John,Assoc_277,Received,36,36,0,119,4284,20.0,2025-08-26,2025-08-29
70156,Medical Supplies,Supplier_B,WH_YNX2,Geraldland,Assoc_723,Received,80,80,0,121,9680,10.0,2025-09-08,2025-09-10
73919,Apparel,Supplier_B,WH_YWT7,New John,Assoc_816,Backordered,189,140,49,50,7000,,2025-09-21,
47022,Medical Supplies,Supplier_C,WH_EYJ4,West Ralph,Assoc_305,Received,169,169,0,94,15886,12.0,2025-08-16,2025-08-15
81958,Apparel,Supplier_C,WH_ULN5,Eileenport,Assoc_615,Backordered,191,29,162,55,1595,,2025-08-27,
27357,Food & Beverage,Supplier_C,WH_YWT7,New John,Assoc_783,Canceled,182,136,46,11,1496,,2025-08-21,
79047,Electronics,Supplier_C,WH_MTP1,Carterstad,Assoc_125,Canceled,47,3,44,393,1179,,2025-09-24,
57834,Apparel,Supplier_B,WH_ULN5,Eileenport,Assoc_393,Backordered,47,3,44,98,294,,2025-08-18,
96535,Office Supplies,Supplier_A,WH_HZU2,Popeport,Assoc_133,Backordered,125,13,112,44,572,,2025-09-21,
62589,Medical Supplies,Supplier_A,WH_HZU2,Popeport,Assoc_498,Received,140,140,0,198,27720,2.0,2025-08-17,2025-08-12
97133,Food & Beverage,Supplier_B,WH_EEZ3,Port Julie,Assoc_665,Pending,13,11,2,10,110,,2025-09-24,
44075,Medical Supplies,Supplier_B,WH_EYJ4,West Ralph,Assoc_748,Backordered,160,139,21,174,24186,,2025-08-18,
13430,Apparel,Supplier_B,WH_TDY9,North Markborough,Assoc_281,Pending,57,11,46,75,825,,2025-08-24,
39063,Food & Beverage,Supplier_A,WH_YNX2,Geraldland,Assoc_385,Backordered,43,10,33,20,200,,2025-08-24,
74490,Electronics,Supplier_B,WH_TDY9,North Markborough,Assoc_826,Received,20,20,0,128,2560,20.0,2025-10-03,2025-10-09
72945,Medical Supplies,Supplier_C,WH_OMJ4,Murphyshire,Assoc_602,Backordered,28,25,3,101,2525,,2025-10-06,
10049,Apparel,Supplier_A,WH_HZU2,Popeport,Assoc_169,Received,116,116,0,79,9164,13.0,2025-10-08,2025-10-10
73459,Apparel,Supplier_C,WH_EEZ3,Port Julie,Assoc_439,Backordered,85,27,58,89,2403,,2025-09-21,
17000,Food & Beverage,Supplier_C,WH_VNE2,West Kristine,Assoc_217,Backordered,124,30,94,9,270,,2025-09-16,
10366,Office Supplies,Supplier_B,WH_MTP1,Carterstad,Assoc_495,Backordered,148,72,76,6,432,,2025-09-15,
40474,Office Supplies,Supplier_C,WH_HZU2,Popeport,Assoc_556,Canceled,21,9,12,46,414,,2025-08-12,
54591,Office Supplies,Supplier_C,WH_MTP1,Carterstad,Assoc_198,Received,147,147,0,39,5733,3.0,2025-09-27,2025-10-03
99492,Apparel,Supplier_C,WH_YNX2,Geraldland,Assoc_955,Pending,62,34,28,99,3366,,2025-09-21,
62300,Food & Beverage,Supplier_C,WH_MTP1,Carterstad,Assoc_864,Received,16,16,0,16,256,11.0,2025-08-21,2025-08-22
48607,Electronics,Supplier_A,WH_OMJ4,Murphyshire,Assoc_671,Pending,157,58,99,182,10556,,2025-08-18,
23421,Food & Beverage,Supplier_B,WH_YNX2,Geraldland,Assoc_543,Backordered,14,6,8,5,30,,2025-09-08,
12284,Electronics,Supplier_C,WH_YWT7,New John,Assoc_164,Pending,189,18,171,233,4194,,2025-09-08,
39359,Electronics,Supplier_B,WH_OMJ4,Murphyshire,Assoc_721,Pending,82,56,26,245,13720,,2025-09-24,
30072,Electronics,Supplier_B,WH_ULN5,Eileenport,Assoc_646,Received,44,44,0,432,19008,18.0,2025-09-06,2025-09-12
40896,Apparel,Supplier_B,WH_EEZ3,Port Julie,Assoc_111,Received,41,41,0,15,615,19.0,2025-09-19,2025-09-24
46946,Medical Supplies,Supplier_A,WH_OMJ4,Murphyshire,Assoc_315,Backordered,64,52,12,185,9620,,2025-09-26,
58672,Apparel,Supplier_A,WH_ULN5,Eileenport,Assoc_326,Backordered,59,7,52,33,231,,2025-10-08,
67414,Medical Supplies,Supplier_A,WH_HZU2,Popeport,Assoc_572,Pending,84,8,76,84,672,,2025-08-21,
11670,Apparel,Supplier_C,WH_YWT7,New John,Assoc_598,Backordered,101,16,85,95,1520,,2025-08-17,
32205,Apparel,Supplier_A,WH_OMJ4,Murphyshire,Assoc_734,Pending,59,20,39,72,1440,,2025-09-17,
31734,Office Supplies,Supplier_C,WH_OMJ4,Murphyshire,Assoc_810,Received,154,154,0,41,6314,11.0,2025-09-29,2025-10-02
41379,Apparel,Supplier_A,WH_EEZ3,Port Julie,Assoc_352,Received,192,192,0,92,17664,9.0,2025-10-05,2025-10-05
75887,Apparel,Supplier_C,WH_EEZ3,Port Julie,Assoc_998,Canceled,128,114,14,55,6270,,2025-09-07,
84182,Office Supplies,Supplier_B,WH_HZU2,Popeport,Assoc_211,Received,175,175,0,43,7525,9.0,2025-08-18,2025-08-23
12115,Apparel,Supplier_C,WH_EYJ4,West Ralph,Assoc_369,Pending,196,19,177,12,228,,2025-08-26,
96772,Electronics,Supplier_C,WH_YWT7,New John,Assoc_514,Received,19,19,0,332,6308,18.0,2025-09-07,2025-09-18
84349,Medical Supplies,Supplier_B,WH_ULN5,Eileenport,Assoc_474,Canceled,67,37,30,54,1998,,2025-09-10,
84029,Medical Supplies,Supplier_C,WH_MTP1,Carterstad,Assoc_506,Backordered,138,2,136,189,378,,2025-09-13,
53986,Medical Supplies,Supplier_C,WH_ULN5,Eileenport,Assoc_875,Received,124,124,0,60,7440,19.0,2025-08-27,2025-09-10
29418,Apparel,Supplier_C,WH_TDY9,North Markborough,Assoc_467,Pending,66,62,4,39,2418,,2025-08-24,
39347,Office Supplies,Supplier_B,WH_EYJ4,West Ralph,Assoc_143,Received,142,142,0,28,3976,16.0,2025-09-12,2025-09-19
74375,Electronics,Supplier_A,WH_EEZ3,Port Julie,Assoc_205,Backordered,199,67,132,346,23182,,2025-09-25,
92805,Medical Supplies,Supplier_A,WH_YNX2,Geraldland,Assoc_769,Canceled,103,75,28,187,14025,,2025-08-17,
10148,Medical Supplies,Supplier_B,WH_YNX2,Geraldland,Assoc_328,Canceled,100,44,56,144,6336,,2025-10-11,
59214,Food & Beverage,Supplier_C,WH_VNE2,West Kristine,Assoc_613,Received,122,122,0,7,854,3.0,2025-10-01,2025-10-04
99506,Apparel,Supplier_A,WH_ULN5,Eileenport,Assoc_261,Backordered,164,30,134,94,2820,,2025-09-17,
67887,Food & Beverage,Supplier_B,WH_MTP1,Carterstad,Assoc_593,Canceled,132,53,79,20,1060,,2025-09-04,
16474,Food & Beverage,Supplier_A,WH_EYJ4,West Ralph,Assoc_144,Received,156,156,0,20,3120,5.0,2025-08-27,2025-08-28
60666,Medical Supplies,Supplier_A,WH_VNE2,West Kristine,Assoc_270,Backordered,56,33,23,123,4059,,2025-10-07,
61464,Medical Supplies,Supplier_C,WH_VNE2,West Kristine,Assoc_999,Backordered,31,13,18,134,1742,,2025-08-24,
11471,Food & Beverage,Supplier_B,WH_ULN5,Eileenport,Assoc_324,Canceled,163,36,127,20,720,,2025-09-27,
80456,Apparel,Supplier_C,WH_HZU2,Popeport,Assoc_370,Received,195,195,0,97,18915,15.0,2025-09-11,2025-09-12
78549,Apparel,Supplier_B,WH_YNX2,Geraldland,Assoc_235,Pending,14,3,11,76,228,,2025-09-08,
40552,Food & Beverage,Supplier_A,WH_YWT7,New John,Assoc_198,Received,131,131,0,3,393,18.0,2025-08-23,2025-08-24
67648,Electronics,Supplier_B,WH_ULN5,Eileenport,Assoc_717,Pending,183,166,17,270,44820,,2025-09-16,
61041,Food & Beverage,Supplier_B,WH_VNE2,West Kristine,Assoc_814,Canceled,68,61,7,14,854,,2025-08-16,
79117,Medical Supplies,Supplier_C,WH_YWT7,New John,Assoc_200,Canceled,44,16,28,142,2272,,2025-10-01,
35931,Apparel,Supplier_A,WH_OMJ4,Murphyshire,Assoc_712,Canceled,75,24,51,10,240,,2025-09-15,
44074,Electronics,Supplier_C,WH_HZU2,Popeport,Assoc_220,Pending,106,83,23,155,12865,,2025-10-12,
67015,Office Supplies,Supplier_B,WH_EEZ3,Port Julie,Assoc_209,Received,119,119,0,46,5474,9.0,2025-10-09,2025-10-14
67257,Food & Beverage,Supplier_C,WH_EEZ3,Port Julie,Assoc_726,Backordered,184,101,83,8,808,,2025-08-21,
48793,Medical Supplies,Supplier_C,WH_TDY9,North Markborough,Assoc_283,Backordered,153,142,11,143,20306,,2025-10-04,
35182,Office Supplies,Supplier_C,WH_EEZ3,Port Julie,Assoc_892,Canceled,198,35,163,47,1645,,2025-10-02,
32422,Apparel,Supplier_B,WH_ULN5,Eileenport,Assoc_202,Received,140,140,0,61,8540,11.0,2025-09-30,2025-09-26
95089,Medical Supplies,Supplier_C,WH_VNE2,West Kristine,Assoc_264,Canceled,172,1,171,43,43,,2025-10-01,
20514,Food & Beverage,Supplier_C,WH_YNX2,Geraldland,Assoc_190,Pending,77,28,49,13,364,,2025-09-07,
86328,Medical Supplies,Supplier_A,WH_YNX2,Geraldland,Assoc_510,Backordered,192,152,40,34,5168,,2025-09-11,
20693,Apparel,Supplier_C,WH_TDY9,North Markborough,Assoc_549,Pending,61,54,7,94,5076,,2025-08-16,
71730,Medical Supplies,Supplier_B,WH_EYJ4,West Ralph,Assoc_134,Received,167,167,0,63,10521,2.0,2025-09-01,2025-09-07
77767,Electronics,Supplier_A,WH_MTP1,Carterstad,Assoc_382,Canceled,100,85,15,252,21420,,2025-09-07,
24331,Medical Supplies,Supplier_A,WH_HZU2,Popeport,Assoc_115,Pending,33,18,15,163,2934,,2025-09-28,
97476,Office Supplies,Supplier_B,WH_OMJ4,Murphyshire,Assoc_331,Received,126,126,0,30,3780,1.0,2025-08-20,2025-08-24
46984,Medical Supplies,Supplier_A,WH_HZU2,Popeport,Assoc_174,Backordered,97,14,83,151,2114,,2025-09-15,
85444,Medical Supplies,Supplier_C,WH_OMJ4,Murphyshire,Assoc_810,Canceled,106,72,34,143,10296,,2025-08-26,
48923,Apparel,Supplier_B,WH_TDY9,North Markborough,Assoc_797,Canceled,160,7,153,71,497,,2025-08-12,
92318,Office Supplies,Supplier_A,WH_YNX2,Geraldland,Assoc_748,Received,183,183,0,49,8967,11.0,2025-08-29,2025-09-01
33871,Medical Supplies,Supplier_C,WH_VNE2,West Kristine,Assoc_817,Backordered,73,36,37,43,1548,,2025-09-16,
48344,Office Supplies,Supplier_A,WH_HZU2,Popeport,Assoc_282,Canceled,90,45,45,18,810,,2025-08-24,
36772,Office Supplies,Supplier_A,WH_EYJ4,West Ralph,Assoc_610,Received,70,70,0,20,1400,7.0,2025-09-08,2025-09-15
52791,Apparel,Supplier_C,WH_EEZ3,Port Julie,Assoc_259,Pending,40,5,35,96,480,,2025-09-02,
59376,Food & Beverage,Supplier_C,WH_VNE2,West Kristine,Assoc_882,Pending,133,95,38,12,1140,,2025-09-09,
38201,Medical Supplies,Supplier_B,WH_TDY9,North Markborough,Assoc_287,Backordered,111,28,83,167,4676,,2025-09-08,
87075,Electronics,Supplier_C,WH_YNX2,Geraldland,Assoc_589,Pending,138,88,50,251,22088,,2025-09-16,
53509,Apparel,Supplier_B,WH_MTP1,Carterstad,Assoc_815,Canceled,90,88,2,11,968,,2025-09-30,
69846,Apparel,Supplier_B,WH_YWT7,New John,Assoc_203,Backordered,102,78,24,43,3354,,2025-09-11,
20119,Medical Supplies,Supplier_B,WH_EYJ4,West Ralph,Assoc_375,Canceled,166,87,79,113,9831,,2025-09-13,
60858,Food & Beverage,Supplier_B,WH_EYJ4,West Ralph,Assoc_529,Backordered,103,51,52,10,510,,2025-08-23,
13109,Apparel,Supplier_C,WH_ULN5,Eileenport,Assoc_689,Received,35,35,0,44,1540,8.0,2025-10-13,2025-10-20
18688,Food & Beverage,Supplier_A,WH_ULN5,Eileenport,Assoc_919,Received,131,131,0,2,262,14.0,2025-08-31,2025-09-07
23197,Medical Supplies,Supplier_C,WH_EEZ3,Port Julie,Assoc_904,Canceled,86,32,54,163,5216,,2025-09-27,
21650,Electronics,Supplier_B,WH_MTP1,Carterstad,Assoc_807,Received,25,25,0,160,4000,16.0,2025-09-19,2025-09-28
52226,Electronics,Supplier_B,WH_EEZ3,Port Julie,Assoc_366,Backordered,102,71,31,335,23785,,2025-09-23,
47507,Office Supplies,Supplier_B,WH_VNE2,West Kristine,Assoc_521,Pending,99,86,13,43,3698,,2025-08-22,
80536,Medical Supplies,Supplier_C,WH_HZU2,Popeport,Assoc_278,Backordered,100,41,59,192,7872,,2025-09-26,
70543,Food & Beverage,Supplier_C,WH_TDY9,North Markborough,Assoc_180,Canceled,167,73,94,16,1168,,2025-08-30,
62640,Apparel,Supplier_A,WH_EEZ3,Port Julie,Assoc_531,Canceled,28,2,26,30,60,,2025-08-28,
12424,Apparel,Supplier_B,WH_EEZ3,Port Julie,Assoc_768,Backordered,191,68,123,87,5916,,2025-09-28,
20813,Food & Beverage,Supplier_B,WH_TDY9,North Markborough,Assoc_899,Backordered,160,133,27,16,2128,,2025-08-22,
56335,Apparel,Supplier_A,WH_VNE2,West Kristine,Assoc_228,Received,179,179,0,42,7518,3.0,2025-09-26,2025-09-30
63162,Electronics,Supplier_A,WH_MTP1,Carterstad,Assoc_999,Canceled,150,13,137,63,819,,2025-08-20,
38241,Food & Beverage,Supplier_C,WH_MTP1,Carterstad,Assoc_206,Backordered,168,39,129,4,156,,2025-09-23,
51897,Food & Beverage,Supplier_B,WH_EYJ4,West Ralph,Assoc_353,Backordered,123,80,43,6,480,,2025-08-11,
57227,Medical Supplies,Supplier_A,WH_VNE2,West Kristine,Assoc_135,Backordered,93,60,33,139,8340,,2025-08-26,
73762,Office Supplies,Supplier_C,WH_TDY9,North Markborough,Assoc_238,Received,161,161,0,43,6923,19.0,2025-08-12,2025-08-18
86846,Medical Supplies,Supplier_B,WH_EEZ3,Port Julie,Assoc_593,Received,32,32,0,133,4256,12.0,2025-08-12,2025-08-14
31472,Office Supplies,Supplier_A,WH_VNE2,West Kristine,Assoc_635,Received,98,98,0,23,2254,18.0,2025-09-25,2025-09-29
92721,Food & Beverage,Supplier_B,WH_VNE2,West Kristine,Assoc_884,Canceled,84,76,8,9,684,,2025-09-19,
33919,Electronics,Supplier_C,WH_EEZ3,Port Julie,Assoc_293,Canceled,153,111,42,252,27972,,2025-08-19,
43676,Apparel,Supplier_C,WH_YNX2,Geraldland,Assoc_948,Canceled,66,33,33,20,660,,2025-08-17,
24274,Apparel,Supplier_C,WH_YWT7,New John,Assoc_926,Backordered,82,68,14,44,2992,,2025-09-16,
86126,Apparel,Supplier_A,WH_ULN5,Eileenport,Assoc_239,Backordered,38,29,9,89,2581,,2025-08-22,
10605,Office Supplies,Supplier_C,WH_YWT7,New John,Assoc_603,Received,92,92,0,6,552,2.0,2025-09-04,2025-09-01
17642,Electronics,Supplier_A,WH_MTP1,Carterstad,Assoc_388,Backordered,42,28,14,422,11816,,2025-08-30,
92265,Apparel,Supplier_A,WH_ULN5,Eileenport,Assoc_115,Canceled,65,43,22,63,2709,,2025-09-08,
91190,Food & Beverage,Supplier_B,WH_TDY9,North Markborough,Assoc_813,Pending,94,10,84,6,60,,2025-09-08,
30389,Office Supplies,Supplier_B,WH_MTP1,Carterstad,Assoc_656,Canceled,56,12,44,21,252,,2025-08-30,
28208,Electronics,Supplier_A,WH_EYJ4,West Ralph,Assoc_494,Canceled,73,4,69,151,604,,2025-08-18,
45357,Electronics,Supplier_C,WH_EYJ4,West Ralph,Assoc_584,Canceled,184,79,105,215,16985,,2025-10-03,
45103,Electronics,Supplier_C,WH_HZU2,Popeport,Assoc_633,Pending,74,61,13,376,22936,,2025-08-17,
64313,Apparel,Supplier_B,WH_VNE2,West Kristine,Assoc_984,Received,38,38,0,40,1520,14.0,2025-09-02,2025-09-04
49055,Office Supplies,Supplier_C,WH_MTP1,Carterstad,Assoc_505,Received,12,12,0,7,84,16.0,2025-09-26,2025-09-28
31862,Office Supplies,Supplier_A,WH_EYJ4,West Ralph,Assoc_261,Canceled,33,21,12,45,945,,2025-09-12,
41536,Electronics,Supplier_B,WH_ULN5,Eileenport,Assoc_818,Pending,42,31,11,169,5239,,2025-10-03,
80414,Medical Supplies,Supplier_C,WH_EEZ3,Port Julie,Assoc_924,Canceled,197,49,148,25,1225,,2025-08-20,
46282,Food & Beverage,Supplier_B,WH_ULN5,Eileenport,Assoc_356,Pending,134,112,22,19,2128,,2025-08-23,
62896,Medical Supplies,Supplier_C,WH_TDY9,North Markborough,Assoc_294,Received,149,149,0,109,16241,15.0,2025-08-27,2025-09-03
50458,Medical Supplies,Supplier_C,WH_ULN5,Eileenport,Assoc_170,Received,125,125,0,95,11875,18.0,2025-08-12,2025-08-13
41903,Medical Supplies,Supplier_B,WH_ULN5,Eileenport,Assoc_119,Backordered,168,61,107,102,6222,,2025-09-24,
52210,Electronics,Supplier_C,WH_HZU2,Popeport,Assoc_938,Canceled,58,33,25,399,13167,,2025-08-26,
26691,Medical Supplies,Supplier_A,WH_YWT7,New John,Assoc_389,Backordered,114,82,32,102,8364,,2025-08-08,
78686,Electronics,Supplier_C,WH_MTP1,Carterstad,Assoc_144,Received,55,55,0,497,27335,7.0,2025-08-07,2025-08-09
64238,Electronics,Supplier_A,WH_YWT7,New John,Assoc_757,Canceled,178,125,53,319,39875,,2025-09-01,
38775,Medical Supplies,Supplier_B,WH_VNE2,West Kristine,Assoc_475,Received,165,165,0,38,6270,7.0,2025-09-09,2025-09-16
66403,Electronics,Supplier_B,WH_VNE2,West Kristine,Assoc_469,Canceled,104,101,3,412,41612,,2025-08-30,
43263,Medical Supplies,Supplier_B,WH_HZU2,Popeport,Assoc_141,Pending,87,9,78,75,675,,2025-09-24,
63467,Electronics,Supplier_A,WH_EYJ4,West Ralph,Assoc_644,Canceled,58,12,46,319,3828,,2025-08-15,
57397,Apparel,Supplier_C,WH_ULN5,Eileenport,Assoc_671,Canceled,37,36,1,55,1980,,2025-08-20,
81519,Food & Beverage,Supplier_C,WH_YNX2,Geraldland,Assoc_206,Received,56,56,0,19,1064,17.0,2025-10-05,2025-10-07
66026,Medical Supplies,Supplier_C,WH_TDY9,North Markborough,Assoc_460,Backordered,150,83,67,115,9545,,2025-10-02,
72866,Food & Beverage,Supplier_C,WH_EEZ3,Port Julie,Assoc_723,Received,154,154,0,19,2926,13.0,2025-09-15,2025-09-22
92002,Office Supplies,Supplier_B,WH_TDY9,North Markborough,Assoc_558,Canceled,10,0,10,23,0,,2025-10-01,
99464,Electronics,Supplier_C,WH_ULN5,Eileenport,Assoc_409,Pending,86,28,58,159,4452,,2025-09-15,
13992,Electronics,Supplier_C,WH_OMJ4,Murphyshire,Assoc_666,Received,34,34,0,69,2346,12.0,2025-09-10,2025-09-13
26079,Office Supplies,Supplier_C,WH_EYJ4,West Ralph,Assoc_338,Backordered,86,11,75,41,451,,2025-09-07,
65446,Medical Supplies,Supplier_A,WH_MTP1,Carterstad,Assoc_840,Backordered,133,44,89,144,6336,,2025-09-24,
99819,Medical Supplies,Supplier_A,WH_YWT7,New John,Assoc_757,Backordered,19,18,1,117,2106,,2025-09-25,
57751,Electronics,Supplier_B,WH_EEZ3,Port Julie,Assoc_936,Canceled,116,111,5,111,12321,,2025-10-09,
97745,Apparel,Supplier_C,WH_YWT7,New John,Assoc_111,Canceled,23,9,14,77,693,,2025-08-25,
62364,Office Supplies,Supplier_C,WH_YWT7,New John,Assoc_253,Backordered,138,56,82,14,784,,2025-09-27,
72647,Food & Beverage,Supplier_B,WH_YWT7,New John,Assoc_689,Pending,66,55,11,11,605,,2025-09-11,
69628,Food & Beverage,Supplier_A,WH_ULN5,Eileenport,Assoc_444,Pending,131,12,119,19,228,,2025-09-06,
32221,Office Supplies,Supplier_A,WH_YNX2,Geraldland,Assoc_613,Canceled,188,33,155,13,429,,2025-09-03,
56247,Medical Supplies,Supplier_A,WH_TDY9,North Markborough,Assoc_504,Received,153,153,0,177,27081,17.0,2025-09-08,2025-09-09
11694,Office Supplies,Supplier_B,WH_EEZ3,Port Julie,Assoc_801,Pending,38,26,12,32,832,,2025-09-07,
